Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10009_001,SE_A10009_002,SE_A10009_003,SE_A10009_004,SE_A10009_005,SE_A10009_006,SE_A10009_007,SE_A10009_008,SE_A10009_009,SE_A10009_010,SE_A10009_011,SE_A10009_012,SE_A10009_013,SE_A10009_014,SE_A10009_015,SE_A10009_016,SE_A10009_017,SE_A10009_018,SE_A10009_019,PCT_SE_A10009_002,PCT_SE_A10009_003,PCT_SE_A10009_004,PCT_SE_A10009_005,PCT_SE_A10009_006,PCT_SE_A10009_007,PCT_SE_A10009_008,PCT_SE_A10009_009,PCT_SE_A10009_010,PCT_SE_A10009_011,PCT_SE_A10009_012,PCT_SE_A10009_013,PCT_SE_A10009_014,PCT_SE_A10009_015,PCT_SE_A10009_016,PCT_SE_A10009_017,PCT_SE_A10009_018,PCT_SE_A10009_019,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008,SE_B12001_001,SE_B12001_002,SE_B12001_003,SE_B12001_004,PCT_SE_B12001_002,PCT_SE_B12001_003,PCT_SE_B12001_004,SE_A12003_001,SE_A12003_002,SE_A12003_003,PCT_SE_A12003_002,PCT_SE_A12003_003,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017,SE_A14006_001,SE_A14020_001,SE_A14027_001,SE_A14027_002,SE_A14027_003,SE_A14027_004,SE_A14027_005,SE_A14027_006,SE_A14026_001,SE_A14026_002,SE_A14026_003,SE_A14026_004,SE_A14026_005,SE_A14025_001,SE_A14025_002,SE_A14025_003,SE_A14025_004,SE_A14025_005,SE_A14025_006,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003,PCT_SE_A13003A_002,PCT_SE_A13003A_003,SE_A13002_001,SE_A13002_002,SE_A13002_003,SE_A13002_004,SE_A13002_005,SE_A13002_006,SE_A13002_007,SE_A13002_008,SE_A13002_009,SE_A13002_010,SE_A13002_011,PCT_SE_A13002_002,PCT_SE_A13002_003,PCT_SE_A13002_004,PCT_SE_A13002_005,PCT_SE_A13002_006,PCT_SE_A13002_007,PCT_SE_A13002_008,PCT_SE_A13002_009,PCT_SE_A13002_010,PCT_SE_A13002_011,SE_A13003B_001,SE_A13003B_002,SE_A13003B_003,PCT_SE_A13003B_002,PCT_SE_A13003B_003
"06075032801","Census Tract 328.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"032801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032801","Census Tract 328.01",,,,1313,300,300,183,117,7,110,0,0,0,1013,679,506,173,86,87,334,148,186,22.85,22.85,13.94,8.91,0.53,8.38,0,0,0,77.15,51.71,38.54,13.18,6.55,6.63,25.44,11.27,14.17,3239,476,2763,2178,1524,567,124,37,14.7,85.3,67.24,47.05,17.51,3.83,1.14,3239,476,1239,1524,14.7,38.25,47.05,92,0,92,0,100,1313,24,6,33,42,51,67,10,17,0,72,55,111,105,118,176,426,1.83,0.46,2.51,3.2,3.88,5.1,0.76,1.29,0,5.48,4.19,8.45,8,8.99,13.4,32.44,148231,170112500,25779,78438,144057,219104,356359,478118,50829,110045,178536,250001,250001,3.13,9.52,17.49,26.6,43.26,14.51,568,21,547,3.7,96.3,979,30,0,6,0,0,0,24,24,0,949,3.06,0,0.61,0,0,0,2.45,2.45,0,96.94,2318,172,2146,7.42,92.58
"06075032802","Census Tract 328.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"032802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032802","Census Tract 328.02",,,,1528,280,251,215,36,13,23,29,0,29,1248,729,616,113,13,100,519,189,330,18.32,16.43,14.07,2.36,0.85,1.51,1.9,0,1.9,81.68,47.71,40.31,7.4,0.85,6.54,33.97,12.37,21.6,3543,359,3184,2696,1875,646,191,60,10.13,89.87,76.09,52.92,18.23,5.39,1.69,3543,359,1309,1875,10.13,36.95,52.92,75,0,75,0,100,1528,69,93,45,0,9,38,23,13,52,76,46,187,142,98,145,492,4.52,6.09,2.95,0,0.59,2.49,1.51,0.85,3.4,4.97,3.01,12.24,9.29,6.41,9.49,32.2,113092,207465700,20040,68501,120969,223016,461667,580759,48250,92837,168127,250001,250001,2.24,7.66,13.53,24.94,51.63,16.24,425,16,409,3.76,96.24,980,77,9,54,0,0,0,14,0,14,903,7.86,0.92,5.51,0,0,0,1.43,0,1.43,92.14,2640,178,2462,6.74,93.26
"06075032901","Census Tract 329.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"032901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032901","Census Tract 329.01",,,,1642,422,422,341,81,6,75,0,0,0,1220,697,572,125,0,125,523,235,288,25.7,25.7,20.77,4.93,0.37,4.57,0,0,0,74.3,42.45,34.84,7.61,0,7.61,31.85,14.31,17.54,3839,366,3473,3019,2202,890,353,69,9.53,90.47,78.64,57.36,23.18,9.2,1.8,3839,366,1271,2202,9.53,33.11,57.36,131,0,131,0,100,1642,47,37,26,0,68,0,10,37,31,4,90,79,43,104,428,638,2.86,2.25,1.58,0,4.14,0,0.61,2.25,1.89,0.24,5.48,4.81,2.62,6.33,26.07,38.86,167723,227250400,33613,123758,170133,252015,422638,531523,71183,155609,194741,250001,250001,3.35,12.35,16.98,25.15,42.17,13.26,999,0,999,0,100,1119,38,0,38,0,0,0,0,0,0,1081,3.4,0,3.4,0,0,0,0,0,0,96.6,3046,206,2840,6.76,93.24
"06075032902","Census Tract 329.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"032902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032902","Census Tract 329.02",,,,1330,274,265,219,46,22,24,9,0,9,1056,740,638,102,11,91,316,131,185,20.6,19.92,16.47,3.46,1.65,1.8,0.68,0,0.68,79.4,55.64,47.97,7.67,0.83,6.84,23.76,9.85,13.91,2980,203,2777,2042,1524,529,252,164,6.81,93.19,68.52,51.14,17.75,8.46,5.5,2980,203,1253,1524,6.81,42.05,51.14,114,0,114,0,100,1330,29,0,26,38,64,16,7,0,19,25,84,196,235,89,150,352,2.18,0,1.95,2.86,4.81,1.2,0.53,0,1.43,1.88,6.32,14.74,17.67,6.69,11.28,26.47,113265,185992800,32770,87301,115473,188581,435087,647265,63333,100778,144333,250001,250001,3.81,10.16,13.44,21.95,50.64,18.83,525,0,525,0,100,1005,23,0,12,11,0,11,0,0,0,982,2.29,0,1.19,1.09,0,1.09,0,0,0,97.71,2227,95,2132,4.27,95.73
"06075033001","Census Tract 330.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"033001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033001","Census Tract 330.01",,,,1373,355,355,303,52,0,52,0,0,0,1018,499,414,85,61,24,519,202,317,25.86,25.86,22.07,3.79,0,3.79,0,0,0,74.14,36.34,30.15,6.19,4.44,1.75,37.8,14.71,23.09,3110,240,2870,2420,1865,569,170,104,7.72,92.28,77.81,59.97,18.3,5.47,3.34,3110,240,1005,1865,7.72,32.32,59.97,69,0,69,0,100,1373,0,0,0,16,0,8,6,73,15,18,254,5,84,135,202,557,0,0,0,1.17,0,0.58,0.44,5.32,1.09,1.31,18.5,0.36,6.12,9.83,14.71,40.57,162379,196244000,56332,103186,168158,243953,422165,616920,73664,139769,204000,250001,250001,5.67,10.38,16.92,24.55,42.48,15.52,620,0,620,0,100,854,26,0,26,0,0,0,0,0,0,828,3.04,0,3.04,0,0,0,0,0,0,96.96,2375,287,2088,12.08,87.92
"06075033002","Census Tract 330.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"033002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033002","Census Tract 330.02",,,,1533,364,364,306,58,0,58,0,0,0,1169,736,556,180,51,129,433,212,221,23.74,23.74,19.96,3.78,0,3.78,0,0,0,76.26,48.01,36.27,11.74,3.33,8.41,28.25,13.83,14.42,3142,248,2894,2448,1866,602,213,58,7.89,92.11,77.91,59.39,19.16,6.78,1.85,3142,248,1028,1866,7.89,32.72,59.39,178,0,178,0,100,1533,14,66,40,13,42,0,14,0,11,20,98,130,116,136,170,663,0.91,4.31,2.61,0.85,2.74,0,0.91,0,0.72,1.3,6.39,8.48,7.57,8.87,11.09,43.25,173615,300494400,35942,105842,170499,262522,631241,923866,71550,134816,208083,250001,250001,2.98,8.78,14.14,21.77,52.34,19.15,564,76,488,13.48,86.52,1100,104,14,8,0,0,0,82,42,40,996,9.45,1.27,0.73,0,0,0,7.45,3.82,3.64,90.55,2564,257,2307,10.02,89.98
"06075033100","Census Tract 331, San Francisco County, California","ca","140","00",,,,"06","075",,,"033100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033100","Census Tract 331",,,,1413,492,492,379,113,10,103,0,0,0,921,646,560,86,30,56,275,38,237,34.82,34.82,26.82,8,0.71,7.29,0,0,0,65.18,45.72,39.63,6.09,2.12,3.96,19.46,2.69,16.77,2813,220,2593,2482,2028,826,313,79,7.82,92.18,88.23,72.09,29.36,11.13,2.81,2813,220,565,2028,7.82,20.09,72.09,229,0,229,0,100,1413,104,9,9,15,39,52,11,7,38,16,28,102,89,86,245,563,7.36,0.64,0.64,1.06,2.76,3.68,0.78,0.5,2.69,1.13,1.98,7.22,6.3,6.09,17.34,39.84,161193,235268200,20716,97242,166045,264686,408535,537572,47408,139111,194796,250001,250001,2.19,10.16,17.34,27.64,42.67,14.04,870,17,853,1.95,98.05,1138,71,3,68,0,0,0,0,0,0,1067,6.24,0.26,5.98,0,0,0,0,0,0,93.76,2050,58,1992,2.83,97.17
"06075033201","Census Tract 332.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"033201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033201","Census Tract 332.01",,,,595,48,38,32,6,0,6,10,0,10,547,130,46,84,0,84,417,209,208,8.07,6.39,5.38,1.01,0,1.01,1.68,0,1.68,91.93,21.85,7.73,14.12,0,14.12,70.08,35.13,34.96,907,55,852,809,529,249,178,169,6.06,93.94,89.2,58.32,27.45,19.63,18.63,907,55,323,529,6.06,35.61,58.32,1654,0,1654,0,100,595,109,16,55,38,11,13,16,20,5,7,25,20,47,16,138,59,18.32,2.69,9.24,6.39,1.85,2.18,2.69,3.36,0.84,1.18,4.2,3.36,7.9,2.69,23.19,9.92,68250,32764700,5564,20761,69129,161144,263226,431313,13500,34231,106563,190139,250001,1.07,3.99,13.3,31,50.64,20.74,56,12,44,21.43,78.57,168,6,0,0,0,0,0,6,6,0,162,3.57,0,0,0,0,0,3.57,3.57,0,96.43,1453,671,782,46.18,53.82
"06075033203","Census Tract 332.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"033203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033203","Census Tract 332.03",,,,1589,355,355,211,144,35,109,0,0,0,1234,417,236,181,27,154,817,436,381,22.34,22.34,13.28,9.06,2.2,6.86,0,0,0,77.66,26.24,14.85,11.39,1.7,9.69,51.42,27.44,23.98,2394,118,2276,1959,1229,494,90,26,4.93,95.07,81.83,51.34,20.63,3.76,1.09,2394,118,1047,1229,4.93,43.73,51.34,207,0,207,0,100,1589,93,90,55,122,15,27,77,25,27,135,136,140,19,91,169,368,5.85,5.66,3.46,7.68,0.94,1.7,4.85,1.57,1.7,8.5,8.56,8.81,1.2,5.73,10.64,23.16,74671,151989200,11737,41516,76295,173918,405365,686923,21635,59116,120125,240760,250001,1.66,5.86,10.76,24.54,57.19,24.23,510,58,452,11.37,88.63,772,55,14,27,0,0,0,14,14,0,717,7.12,1.81,3.5,0,0,0,1.81,1.81,0,92.88,2368,464,1904,19.59,80.41
"06075033204","Census Tract 332.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"033204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033204","Census Tract 332.04",,,,1634,108,108,48,60,0,60,0,0,0,1526,709,519,190,15,175,817,385,432,6.61,6.61,2.94,3.67,0,3.67,0,0,0,93.39,43.39,31.76,11.63,0.92,10.71,50,23.56,26.44,2719,243,2476,2182,1476,457,85,48,8.94,91.06,80.25,54.28,16.81,3.13,1.77,2719,243,1000,1476,8.94,36.78,54.28,102,0,102,0,100,1634,174,163,66,95,16,10,0,51,22,164,65,130,77,148,278,175,10.65,9.98,4.04,5.81,0.98,0.61,0,3.12,1.35,10.04,3.98,7.96,4.71,9.06,17.01,10.71,71750,86252600,7343,31784,75911,147591,219795,288166,14589,55394,119733,179106,250001,1.52,6.59,15.74,30.59,45.56,14.93,167,126,41,75.45,24.55,817,174,43,33,0,0,0,98,31,67,643,21.3,5.26,4.04,0,0,0,12,3.79,8.2,78.7,2152,545,1607,25.33,74.67
"06075035101","Census Tract 351.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"035101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035101","Census Tract 351.01",,,,1460,288,274,199,75,7,68,14,14,0,1172,487,337,150,69,81,685,365,320,19.73,18.77,13.63,5.14,0.48,4.66,0.96,0.96,0,80.27,33.36,23.08,10.27,4.73,5.55,46.92,25,21.92,2976,314,2662,2277,1712,604,284,51,10.55,89.45,76.51,57.53,20.3,9.54,1.71,2976,314,950,1712,10.55,31.92,57.53,53,0,53,0,100,1460,43,39,0,22,13,75,30,29,0,62,206,119,143,80,87,512,2.95,2.67,0,1.51,0.89,5.14,2.05,1.99,0,4.25,14.11,8.15,9.79,5.48,5.96,35.07,104648,148939200,28684,70008,116208,215834,413759,669614,53359,84615,160357,238438,250001,3.4,8.29,13.76,25.56,48.99,19.82,417,13,404,3.12,96.88,761,12,0,0,0,0,0,12,12,0,749,1.58,0,0,0,0,0,1.58,1.58,0,98.42,2529,439,2090,17.36,82.64
"06075035102","Census Tract 351.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"035102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035102","Census Tract 351.02",,,,1271,472,472,385,87,16,71,0,0,0,799,512,402,110,35,75,287,22,265,37.14,37.14,30.29,6.85,1.26,5.59,0,0,0,62.86,40.28,31.63,8.65,2.75,5.9,22.58,1.73,20.85,2878,420,2458,2284,1676,612,328,167,14.59,85.41,79.36,58.23,21.26,11.4,5.8,2878,420,782,1676,14.59,27.17,58.23,161,0,161,0,100,1271,34,43,0,22,31,44,0,20,0,45,40,89,117,100,147,539,2.68,3.38,0,1.73,2.44,3.46,0,1.57,0,3.54,3.15,7,9.21,7.87,11.57,42.41,166741,226996600,31035,101594,166328,249910,450221,639922,68455,134273,207859,250001,250001,3.11,10.17,16.65,25.01,45.06,16.01,760,0,760,0,100,984,21,0,0,9,0,9,12,0,12,963,2.13,0,0,0.91,0,0.91,1.22,0,1.22,97.87,2181,77,2104,3.53,96.47
"06075035201","Census Tract 352.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"035201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035201","Census Tract 352.01",,,,1867,487,487,329,158,74,84,0,0,0,1380,731,426,305,132,173,649,194,455,26.08,26.08,17.62,8.46,3.96,4.5,0,0,0,73.92,39.15,22.82,16.34,7.07,9.27,34.76,10.39,24.37,4096,583,3513,3036,2033,631,195,35,14.23,85.77,74.12,49.63,15.41,4.76,0.85,4096,583,1480,2033,14.23,36.13,49.63,167,0,167,0,100,1867,58,51,49,33,74,11,68,44,22,115,138,128,165,164,226,521,3.11,2.73,2.62,1.77,3.96,0.59,3.64,2.36,1.18,6.16,7.39,6.86,8.84,8.78,12.1,27.91,112413,209150700,23614,65899,120336,202834,366582,493401,41670,93603,152526,250001,250001,3.03,8.46,15.44,26.03,47.04,15.83,778,88,690,11.31,88.69,1218,19,11,0,0,0,0,8,0,8,1199,1.56,0.9,0,0,0,0,0.66,0,0.66,98.44,3110,220,2890,7.07,92.93
"06075035202","Census Tract 352.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"035202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035202","Census Tract 352.02",,,,1709,501,501,368,133,82,51,0,0,0,1208,505,452,53,0,53,703,421,282,29.32,29.32,21.53,7.78,4.8,2.98,0,0,0,70.68,29.55,26.45,3.1,0,3.1,41.14,24.63,16.5,3545,284,3261,2735,1903,528,172,38,8.01,91.99,77.15,53.68,14.89,4.85,1.07,3545,284,1358,1903,8.01,38.31,53.68,46,0,46,0,100,1709,56,7,20,87,16,65,50,17,37,72,129,164,245,102,321,321,3.28,0.41,1.17,5.09,0.94,3.8,2.93,0.99,2.17,4.21,7.55,9.6,14.34,5.97,18.78,18.78,118590,174439000,25911,69576,114875,175949,385792,675805,47052,92780,139789,198818,250001,3.36,9.01,14.88,22.79,49.97,21.88,848,19,829,2.24,97.76,1006,33,0,13,0,0,0,20,20,0,973,3.28,0,1.29,0,0,0,1.99,1.99,0,96.72,2989,152,2837,5.09,94.91
"06075035300","Census Tract 353, San Francisco County, California","ca","140","00",,,,"06","075",,,"035300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035300","Census Tract 353",,,,2551,763,763,674,89,48,41,0,0,0,1788,945,776,169,45,124,843,382,461,29.91,29.91,26.42,3.49,1.88,1.61,0,0,0,70.09,37.04,30.42,6.62,1.76,4.86,33.05,14.97,18.07,5345,425,4920,4063,2741,1223,256,25,7.95,92.05,76.01,51.28,22.88,4.79,0.47,5345,425,2179,2741,7.95,40.77,51.28,261,0,261,0,100,2551,61,108,142,33,0,71,58,55,19,85,62,110,207,152,383,1005,2.39,4.23,5.57,1.29,0,2.78,2.27,2.16,0.74,3.33,2.43,4.31,8.11,5.96,15.01,39.4,163657,347916200,20876,86406,163771,221225,403831,635074,44191,126567,197861,242380,250001,2.33,9.64,18.28,24.69,45.06,17.72,1281,25,1256,1.95,98.05,1708,47,0,0,0,0,0,47,0,47,1661,2.75,0,0,0,0,0,2.75,0,2.75,97.25,4160,240,3920,5.77,94.23
"06075035400","Census Tract 354, San Francisco County, California","ca","140","00",,,,"06","075",,,"035400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035400","Census Tract 354",,,,2444,824,824,458,366,0,366,0,0,0,1620,740,523,217,46,171,880,444,436,33.72,33.72,18.74,14.98,0,14.98,0,0,0,66.28,30.28,21.4,8.88,1.88,7,36.01,18.17,17.84,5389,545,4844,4000,2974,784,258,80,10.11,89.89,74.23,55.19,14.55,4.79,1.48,5389,545,1870,2974,10.11,34.7,55.19,171,13,158,7.6,92.4,2444,37,198,0,25,16,45,69,55,31,61,135,149,107,431,306,779,1.51,8.1,0,1.02,0.65,1.84,2.82,2.25,1.27,2.5,5.52,6.1,4.38,17.64,12.52,31.87,142540,280686200,24565,88738,144121,222385,420325,638809,54500,130960,175207,250001,250001,2.73,9.86,16.01,24.71,46.7,17.74,1417,0,1417,0,100,1564,40,0,21,0,0,0,19,0,19,1524,2.56,0,1.34,0,0,0,1.21,0,1.21,97.44,4035,306,3729,7.58,92.42
"06075040100","Census Tract 401, San Francisco County, California","ca","140","00",,,,"06","075",,,"040100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075040100","Census Tract 401",,,,1677,378,378,290,88,32,56,0,0,0,1299,366,258,108,0,108,933,287,646,22.54,22.54,17.29,5.25,1.91,3.34,0,0,0,77.46,21.82,15.38,6.44,0,6.44,55.64,17.11,38.52,3336,215,3121,2906,2178,804,280,57,6.44,93.56,87.11,65.29,24.1,8.39,1.71,3336,215,943,2178,6.44,28.27,65.29,160,0,160,0,100,1677,68,45,17,0,9,0,149,0,55,30,86,83,233,93,208,601,4.05,2.68,1.01,0,0.54,0,8.88,0,3.28,1.79,5.13,4.95,13.89,5.55,12.4,35.84,143674,255049100,27788,83953,143924,237189,801408,1669780,49513,109083,180823,250001,250001,2.15,6.49,11.12,18.33,61.92,32.25,664,28,636,4.22,95.78,744,15,0,0,0,0,0,15,15,0,729,2.02,0,0,0,0,0,2.02,2.02,0,97.98,2993,189,2804,6.31,93.69
"06075040200","Census Tract 402, San Francisco County, California","ca","140","00",,,,"06","075",,,"040200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075040200","Census Tract 402",,,,2326,329,329,176,153,20,133,0,0,0,1997,885,725,160,81,79,1112,506,606,14.14,14.14,7.57,6.58,0.86,5.72,0,0,0,85.86,38.05,31.17,6.88,3.48,3.4,47.81,21.75,26.05,4238,407,3831,3584,2698,900,325,115,9.6,90.4,84.57,63.66,21.24,7.67,2.71,4238,407,1133,2698,9.6,26.73,63.66,117,0,117,0,100,2326,71,22,64,19,44,39,30,21,31,50,58,419,94,105,267,992,3.05,0.95,2.75,0.82,1.89,1.68,1.29,0.9,1.33,2.15,2.49,18.01,4.04,4.51,11.48,42.65,175978,343512300,34565,91866,171939,308052,653997,1301124,76761,115974,244500,250001,250001,2.74,7.29,13.64,24.44,51.89,25.81,504,12,492,2.38,97.62,1214,25,0,12,0,0,0,13,13,0,1189,2.06,0,0.99,0,0,0,1.07,1.07,0,97.94,3241,151,3090,4.66,95.34
"06075042601","Census Tract 426.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"042601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075042601","Census Tract 426.01",,,,1706,350,350,269,81,19,62,0,0,0,1356,594,465,129,27,102,762,292,470,20.52,20.52,15.77,4.75,1.11,3.63,0,0,0,79.48,34.82,27.26,7.56,1.58,5.98,44.67,17.12,27.55,3282,201,3081,2802,2094,786,215,55,6.12,93.88,85.37,63.8,23.95,6.55,1.68,3282,201,987,2094,6.12,30.07,63.8,57,0,57,0,100,1706,10,60,14,9,44,38,9,21,27,38,88,251,106,190,232,569,0.59,3.52,0.82,0.53,2.58,2.23,0.53,1.23,1.58,2.23,5.16,14.71,6.21,11.14,13.6,33.35,136458,187981500,37807,91201,140934,223999,398532,569849,69346,117797,177375,250001,250001,4.24,10.22,15.79,25.1,44.65,15.96,491,10,481,2.04,97.96,944,27,0,11,10,10,0,6,0,6,917,2.86,0,1.17,1.06,1.06,0,0.64,0,0.64,97.14,2875,209,2666,7.27,92.73
"06075042602","Census Tract 426.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"042602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075042602","Census Tract 426.02",,,,1346,367,367,303,64,24,40,0,0,0,979,345,288,57,39,18,634,215,419,27.27,27.27,22.51,4.75,1.78,2.97,0,0,0,72.73,25.63,21.4,4.23,2.9,1.34,47.1,15.97,31.13,2349,99,2250,2202,1874,816,240,66,4.21,95.79,93.74,79.78,34.74,10.22,2.81,2349,99,376,1874,4.21,16.01,79.78,82,0,82,0,100,1346,13,49,0,39,9,0,25,54,42,11,27,95,101,132,215,534,0.97,3.64,0,2.9,0.67,0,1.86,4.01,3.12,0.82,2.01,7.06,7.5,9.81,15.97,39.67,168667,188895600,35486,110875,169286,248975,503227,858565,75042,145731,192292,250001,250001,3.32,10.38,15.85,23.32,47.13,20.1,621,16,605,2.58,97.42,712,11,0,11,0,0,0,0,0,0,701,1.54,0,1.54,0,0,0,0,0,0,98.46,1917,32,1885,1.67,98.33
"06075042700","Census Tract 427, San Francisco County, California","ca","140","00",,,,"06","075",,,"042700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075042700","Census Tract 427",,,,2594,535,535,367,168,22,146,0,0,0,2059,849,777,72,33,39,1210,592,618,20.62,20.62,14.15,6.48,0.85,5.63,0,0,0,79.38,32.73,29.95,2.78,1.27,1.5,46.65,22.82,23.82,4383,483,3900,3540,2691,1051,279,70,11.02,88.98,80.77,61.4,23.98,6.37,1.6,4383,483,1209,2691,11.02,27.58,61.4,175,0,175,0,100,2594,95,97,141,48,59,78,17,74,100,82,179,176,185,235,423,605,3.66,3.74,5.44,1.85,2.27,3.01,0.66,2.85,3.86,3.16,6.9,6.78,7.13,9.06,16.31,23.32,119276,227108400,18343,60197,119319,177913,334483,506888,37618,89600,144886,206115,250001,2.58,8.48,16.8,25.05,47.09,17.84,790,68,722,8.61,91.39,1384,45,38,0,0,0,0,7,7,0,1339,3.25,2.75,0,0,0,0,0.51,0.51,0,96.75,3267,97,3170,2.97,97.03
"06075042800","Census Tract 428, San Francisco County, California","ca","140","00",,,,"06","075",,,"042800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075042800","Census Tract 428",,,,922,267,267,234,33,6,27,0,0,0,655,390,345,45,31,14,265,80,185,28.96,28.96,25.38,3.58,0.65,2.93,0,0,0,71.04,42.3,37.42,4.88,3.36,1.52,28.74,8.68,20.07,1768,56,1712,1628,1461,837,360,47,3.17,96.83,92.08,82.64,47.34,20.36,2.66,1768,56,251,1461,3.17,14.2,82.64,125,5,120,4,96,922,14,8,10,7,0,0,16,6,0,7,78,56,28,38,74,580,1.52,0.87,1.08,0.76,0,0,1.74,0.65,0,0.76,8.46,6.07,3.04,4.12,8.03,62.91,246635,380921600,52607,153959,258504,463191,1477906,3001805,89700,207765,250001,250001,250001,2.19,6.4,10.74,19.25,61.42,31.19,534,0,534,0,100,657,21,0,21,0,0,0,0,0,0,636,3.2,0,3.2,0,0,0,0,0,0,96.8,1279,45,1234,3.52,96.48
